n,variant,type,opt_level,flops_per_sec
388,kij,double,O0,6.559e+08
388,jki,double,O0,6.42201e+08
389,kij,float,O0,6.72185e+08
389,jki,float,O0,6.45099e+08
389,kij,double,O0,6.50199e+08
389,jki,double,O0,6.42208e+08
390,kij,float,O0,6.67398e+08
390,jki,float,O0,6.12065e+08
390,kij,double,O0,6.53016e+08
390,jki,double,O0,6.3855e+08
391,kij,float,O0,6.63433e+08
391,jki,float,O0,6.51162e+08
391,kij,double,O0,6.58441e+08
391,jki,double,O0,6.33952e+08
392,kij,float,O0,6.67952e+08
392,jki,float,O0,6.49565e+08
392,kij,double,O0,6.5508e+08
392,jki,double,O0,6.47282e+08
393,kij,float,O0,6.63018e+08
393,jki,float,O0,6.50275e+08
393,kij,double,O0,6.52819e+08
393,jki,double,O0,6.42052e+08
394,kij,float,O0,6.69593e+08
394,jki,float,O0,6.48808e+08
394,kij,double,O0,6.54101e+08
394,jki,double,O0,6.39566e+08
395,kij,float,O0,6.63837e+08
395,jki,float,O0,6.48397e+08
395,kij,double,O0,6.56057e+08
395,jki,double,O0,6.4133e+08
396,kij,float,O0,6.77578e+08
396,jki,float,O0,6.50998e+08
396,kij,double,O0,6.54807e+08
396,jki,double,O0,6.3927e+08
397,kij,float,O0,6.64664e+08
397,jki,float,O0,6.50071e+08
397,kij,double,O0,6.50384e+08
397,jki,double,O0,6.43383e+08
398,kij,float,O0,6.7592e+08
398,jki,float,O0,6.43907e+08
398,kij,double,O0,6.49714e+08
398,jki,double,O0,6.44459e+08
399,kij,float,O0,6.66017e+08
399,jki,float,O0,6.47019e+08
399,kij,double,O0,6.49856e+08
399,jki,double,O0,6.44769e+08
400,kij,float,O0,6.78383e+08
400,jki,float,O0,6.50085e+08
400,kij,double,O0,6.60162e+08
400,jki,double,O0,6.48015e+08
401,kij,float,O0,6.7245e+08
401,jki,float,O0,6.47504e+08
401,kij,double,O0,6.39766e+08
401,jki,double,O0,6.13048e+08
402,kij,float,O0,6.67729e+08
402,jki,float,O0,6.4923e+08
402,kij,double,O0,6.52855e+08
402,jki,double,O0,6.4269e+08
403,kij,float,O0,6.61622e+08
403,jki,float,O0,6.49343e+08
403,kij,double,O0,6.60063e+08
403,jki,double,O0,6.44301e+08
404,kij,float,O0,6.65725e+08
404,jki,float,O0,6.50852e+08
404,kij,double,O0,6.57821e+08
404,jki,double,O0,6.46165e+08
405,kij,float,O0,6.64263e+08
405,jki,float,O0,6.5123e+08
405,kij,double,O0,6.4826e+08
405,jki,double,O0,6.4558e+08
406,kij,float,O0,6.65076e+08
406,jki,float,O0,6.50499e+08
406,kij,double,O0,6.49407e+08
406,jki,double,O0,6.33879e+08
407,kij,float,O0,6.64216e+08
407,jki,float,O0,6.49265e+08
407,kij,double,O0,6.47448e+08
407,jki,double,O0,6.46306e+08
408,kij,float,O0,6.25288e+08
408,jki,float,O0,6.48283e+08
408,kij,double,O0,6.52834e+08
408,jki,double,O0,6.45328e+08
409,kij,float,O0,6.65568e+08
409,jki,float,O0,6.50646e+08
409,kij,double,O0,6.43857e+08
409,jki,double,O0,6.41731e+08
410,kij,float,O0,6.65821e+08
410,jki,float,O0,6.44948e+08
410,kij,double,O0,6.51481e+08
410,jki,double,O0,6.31138e+08
411,kij,float,O0,6.61865e+08
411,jki,float,O0,6.4834e+08
411,kij,double,O0,6.47363e+08
411,jki,double,O0,6.41548e+08
412,kij,float,O0,6.72795e+08
412,jki,float,O0,6.48942e+08
412,kij,double,O0,6.50207e+08
412,jki,double,O0,6.43321e+08
413,kij,float,O0,6.66568e+08
413,jki,float,O0,6.51285e+08
413,kij,double,O0,6.50923e+08
413,jki,double,O0,6.37315e+08
414,kij,float,O0,6.65194e+08
414,jki,float,O0,6.52101e+08
414,kij,double,O0,6.50386e+08
414,jki,double,O0,6.47175e+08
415,kij,float,O0,6.70634e+08
415,jki,float,O0,6.491e+08
415,kij,double,O0,6.53033e+08
415,jki,double,O0,6.41666e+08
416,kij,float,O0,6.91655e+08
416,jki,float,O0,6.50854e+08
416,kij,double,O0,6.59256e+08
416,jki,double,O0,6.16956e+08
417,kij,float,O0,6.74728e+08
417,jki,float,O0,6.46773e+08
417,kij,double,O0,6.46798e+08
417,jki,double,O0,6.28129e+08
418,kij,float,O0,6.61475e+08
418,jki,float,O0,6.15977e+08
418,kij,double,O0,6.48842e+08
418,jki,double,O0,6.13074e+08
419,kij,float,O0,6.61033e+08
419,jki,float,O0,6.25887e+08
419,kij,double,O0,6.54856e+08
419,jki,double,O0,5.75473e+08
420,kij,float,O0,6.57852e+08
420,jki,float,O0,6.51764e+08
420,kij,double,O0,6.44481e+08
420,jki,double,O0,6.47555e+08
421,kij,float,O0,6.56741e+08
421,jki,float,O0,6.53256e+08
421,kij,double,O0,6.45086e+08
421,jki,double,O0,6.46815e+08
422,kij,float,O0,6.57345e+08
422,jki,float,O0,6.54291e+08
422,kij,double,O0,6.46079e+08
422,jki,double,O0,6.42841e+08
423,kij,float,O0,6.60557e+08
423,jki,float,O0,6.5341e+08
423,kij,double,O0,6.42504e+08
423,jki,double,O0,6.47918e+08
424,kij,float,O0,6.48199e+08
424,jki,float,O0,6.51492e+08
424,kij,double,O0,6.43734e+08
424,jki,double,O0,6.47494e+08
425,kij,float,O0,6.56245e+08
425,jki,float,O0,6.49373e+08
425,kij,double,O0,6.44322e+08
425,jki,double,O0,6.48057e+08
426,kij,float,O0,6.72585e+08
426,jki,float,O0,6.52693e+08
426,kij,double,O0,6.4716e+08
426,jki,double,O0,6.33362e+08
427,kij,float,O0,6.59056e+08
427,jki,float,O0,6.49739e+08
427,kij,double,O0,6.37779e+08
427,jki,double,O0,6.46831e+08
428,kij,float,O0,6.56946e+08
428,jki,float,O0,6.48863e+08
428,kij,double,O0,6.43804e+08
428,jki,double,O0,6.48661e+08
429,kij,float,O0,6.62235e+08
429,jki,float,O0,6.55849e+08
429,kij,double,O0,6.44184e+08
429,jki,double,O0,6.5148e+08
430,kij,float,O0,6.54462e+08
430,jki,float,O0,6.50107e+08
430,kij,double,O0,6.4258e+08
430,jki,double,O0,6.45555e+08
431,kij,float,O0,6.54367e+08
431,jki,float,O0,6.22921e+08
431,kij,double,O0,6.42325e+08
431,jki,double,O0,6.43741e+08
432,kij,float,O0,6.79395e+08
432,jki,float,O0,6.16485e+08
432,kij,double,O0,6.45937e+08
432,jki,double,O0,6.52779e+08
433,kij,float,O0,6.57159e+08
433,jki,float,O0,6.5451e+08
433,kij,double,O0,6.43786e+08
433,jki,double,O0,6.52189e+08
434,kij,float,O0,6.56893e+08
434,jki,float,O0,6.48606e+08
434,kij,double,O0,6.47953e+08
434,jki,double,O0,6.23629e+08
435,kij,float,O0,6.70531e+08
435,jki,float,O0,6.50949e+08
435,kij,double,O0,6.41723e+08
435,jki,double,O0,6.48967e+08
436,kij,float,O0,6.63532e+08
436,jki,float,O0,6.5277e+08
436,kij,double,O0,6.43982e+08
436,jki,double,O0,6.31704e+08
437,kij,float,O0,6.56021e+08
437,jki,float,O0,6.49297e+08
437,kij,double,O0,6.3941e+08
437,jki,double,O0,6.39333e+08
438,kij,float,O0,6.55904e+08
438,jki,float,O0,6.17655e+08
438,kij,double,O0,6.4271e+08
438,jki,double,O0,6.46849e+08
439,kij,float,O0,6.55255e+08
439,jki,float,O0,6.49426e+08
439,kij,double,O0,6.47216e+08
439,jki,double,O0,6.33887e+08
440,kij,float,O0,6.59652e+08
440,jki,float,O0,6.5596e+08
440,kij,double,O0,6.44404e+08
440,jki,double,O0,6.49589e+08
441,kij,float,O0,6.63151e+08
441,jki,float,O0,6.53848e+08
441,kij,double,O0,6.46872e+08
441,jki,double,O0,6.51116e+08
442,kij,float,O0,6.58935e+08
442,jki,float,O0,6.53373e+08
442,kij,double,O0,6.45589e+08
442,jki,double,O0,6.43463e+08
443,kij,float,O0,6.54712e+08
443,jki,float,O0,6.16936e+08
443,kij,double,O0,6.37883e+08
443,jki,double,O0,6.51496e+08
444,kij,float,O0,6.57221e+08
444,jki,float,O0,6.51466e+08
444,kij,double,O0,6.37009e+08
444,jki,double,O0,6.5103e+08
445,kij,float,O0,6.56051e+08
445,jki,float,O0,6.54155e+08
445,kij,double,O0,6.42425e+08
445,jki,double,O0,6.48959e+08
446,kij,float,O0,6.59499e+08
446,jki,float,O0,6.54688e+08
446,kij,double,O0,6.42044e+08
446,jki,double,O0,6.44587e+08
447,kij,float,O0,6.58058e+08
447,jki,float,O0,6.51773e+08
447,kij,double,O0,6.39647e+08
447,jki,double,O0,6.3679e+08
448,kij,float,O0,6.87164e+08
448,jki,float,O0,6.14299e+08
448,kij,double,O0,5.80775e+08
448,jki,double,O0,5.1314e+08
449,kij,float,O0,6.60693e+08
449,jki,float,O0,6.45319e+08
449,kij,double,O0,6.43233e+08
449,jki,double,O0,6.44977e+08
450,kij,float,O0,6.60103e+08
450,jki,float,O0,6.55488e+08
450,kij,double,O0,6.45653e+08
450,jki,double,O0,6.46322e+08
451,kij,float,O0,6.5602e+08
451,jki,float,O0,6.52256e+08
451,kij,double,O0,6.33846e+08
451,jki,double,O0,5.64782e+08
452,kij,float,O0,6.55833e+08
452,jki,float,O0,6.55861e+08
452,kij,double,O0,6.43826e+08
452,jki,double,O0,6.44574e+08
453,kij,float,O0,6.5546e+08
453,jki,float,O0,6.56754e+08
453,kij,double,O0,6.42986e+08
453,jki,double,O0,6.52711e+08
454,kij,float,O0,6.6678e+08
454,jki,float,O0,6.44816e+08
454,kij,double,O0,6.43009e+08
454,jki,double,O0,6.51711e+08
455,kij,float,O0,6.61147e+08
455,jki,float,O0,5.60087e+08
455,kij,double,O0,6.44503e+08
455,jki,double,O0,6.22897e+08
456,kij,float,O0,6.70133e+08
456,jki,float,O0,6.46138e+08
456,kij,double,O0,6.44145e+08
456,jki,double,O0,6.43457e+08
457,kij,float,O0,6.56833e+08
457,jki,float,O0,6.48757e+08
457,kij,double,O0,6.43524e+08
457,jki,double,O0,6.43161e+08
458,kij,float,O0,6.59992e+08
458,jki,float,O0,6.50775e+08
458,kij,double,O0,6.41663e+08
458,jki,double,O0,6.36436e+08
459,kij,float,O0,6.58072e+08
459,jki,float,O0,6.53618e+08
459,kij,double,O0,6.44193e+08
459,jki,double,O0,6.39977e+08
460,kij,float,O0,6.47519e+08
460,jki,float,O0,6.2363e+08
460,kij,double,O0,6.43232e+08
460,jki,double,O0,6.50116e+08
461,kij,float,O0,6.61215e+08
461,jki,float,O0,6.56455e+08
461,kij,double,O0,6.45781e+08
461,jki,double,O0,6.48359e+08
462,kij,float,O0,6.65382e+08
462,jki,float,O0,6.52718e+08
462,kij,double,O0,6.3931e+08
462,jki,double,O0,6.43493e+08
463,kij,float,O0,6.60879e+08
463,jki,float,O0,6.52884e+08
463,kij,double,O0,6.44092e+08
463,jki,double,O0,6.4721e+08
464,kij,float,O0,6.72041e+08
464,jki,float,O0,6.56413e+08
464,kij,double,O0,6.43555e+08
464,jki,double,O0,6.51149e+08
465,kij,float,O0,6.57442e+08
465,jki,float,O0,6.56076e+08
465,kij,double,O0,6.43485e+08
465,jki,double,O0,6.47606e+08
466,kij,float,O0,6.57884e+08
466,jki,float,O0,6.4606e+08
466,kij,double,O0,6.43185e+08
466,jki,double,O0,6.46392e+08
467,kij,float,O0,6.61358e+08
467,jki,float,O0,6.56077e+08
467,kij,double,O0,6.44134e+08
467,jki,double,O0,6.50396e+08
468,kij,float,O0,6.58217e+08
468,jki,float,O0,6.44563e+08
468,kij,double,O0,6.44466e+08
468,jki,double,O0,6.45044e+08
469,kij,float,O0,6.58067e+08
469,jki,float,O0,6.52279e+08
469,kij,double,O0,6.43634e+08
469,jki,double,O0,6.4982e+08
470,kij,float,O0,6.56516e+08
470,jki,float,O0,5.98734e+08
470,kij,double,O0,6.43877e+08
470,jki,double,O0,6.44887e+08
471,kij,float,O0,6.61983e+08
471,jki,float,O0,6.55106e+08
471,kij,double,O0,6.43769e+08
471,jki,double,O0,6.48396e+08
472,kij,float,O0,6.58813e+08
472,jki,float,O0,6.54798e+08
472,kij,double,O0,6.46534e+08
472,jki,double,O0,6.47961e+08
473,kij,float,O0,6.64191e+08
473,jki,float,O0,6.52855e+08
473,kij,double,O0,6.41045e+08
473,jki,double,O0,6.37762e+08
474,kij,float,O0,6.63338e+08
474,jki,float,O0,6.55912e+08
474,kij,double,O0,6.42717e+08
474,jki,double,O0,6.46744e+08
475,kij,float,O0,6.6158e+08
475,jki,float,O0,6.47639e+08
475,kij,double,O0,6.29231e+08
475,jki,double,O0,6.49147e+08
476,kij,float,O0,6.58958e+08
476,jki,float,O0,6.51271e+08
476,kij,double,O0,6.45632e+08
476,jki,double,O0,6.47586e+08
477,kij,float,O0,6.57535e+08
477,jki,float,O0,6.57614e+08
477,kij,double,O0,6.4218e+08
477,jki,double,O0,6.52562e+08
478,kij,float,O0,6.60759e+08
478,jki,float,O0,6.55046e+08
478,kij,double,O0,6.42836e+08
478,jki,double,O0,6.41579e+08
479,kij,float,O0,6.61478e+08
479,jki,float,O0,6.56957e+08
479,kij,double,O0,6.43867e+08
479,jki,double,O0,6.50082e+08
480,kij,float,O0,6.71993e+08
480,jki,float,O0,6.51675e+08
480,kij,double,O0,6.45379e+08
480,jki,double,O0,6.18075e+08
481,kij,float,O0,6.59304e+08
481,jki,float,O0,6.53391e+08
481,kij,double,O0,6.42922e+08
481,jki,double,O0,6.47697e+08
482,kij,float,O0,6.60482e+08
482,jki,float,O0,6.09323e+08
482,kij,double,O0,6.4399e+08
482,jki,double,O0,6.31816e+08
483,kij,float,O0,6.57256e+08
483,jki,float,O0,6.54933e+08
483,kij,double,O0,6.43945e+08
483,jki,double,O0,6.42695e+08
484,kij,float,O0,6.57427e+08
484,jki,float,O0,6.54924e+08
484,kij,double,O0,6.44241e+08
484,jki,double,O0,6.48644e+08
485,kij,float,O0,6.60346e+08
485,jki,float,O0,6.55133e+08
485,kij,double,O0,6.43741e+08
485,jki,double,O0,6.41816e+08
486,kij,float,O0,6.59796e+08
486,jki,float,O0,6.19504e+08
486,kij,double,O0,6.27196e+08
486,jki,double,O0,6.39931e+08
487,kij,float,O0,6.59842e+08
487,jki,float,O0,6.5329e+08
487,kij,double,O0,6.43504e+08
487,jki,double,O0,6.4945e+08
488,kij,float,O0,6.61912e+08
488,jki,float,O0,6.559e+08
488,kij,double,O0,6.44656e+08
488,jki,double,O0,6.44682e+08
489,kij,float,O0,6.59148e+08
489,jki,float,O0,6.50263e+08
489,kij,double,O0,6.39994e+08
489,jki,double,O0,6.14666e+08
490,kij,float,O0,6.74822e+08
490,jki,float,O0,6.36322e+08
490,kij,double,O0,6.47469e+08
490,jki,double,O0,5.77007e+08
491,kij,float,O0,6.74555e+08
491,jki,float,O0,6.37564e+08
491,kij,double,O0,6.5402e+08
491,jki,double,O0,6.36501e+08
492,kij,float,O0,6.60267e+08
492,jki,float,O0,6.54072e+08
492,kij,double,O0,6.44396e+08
492,jki,double,O0,6.49987e+08
493,kij,float,O0,6.72697e+08
493,jki,float,O0,6.27901e+08
493,kij,double,O0,6.49407e+08
493,jki,double,O0,6.16002e+08
494,kij,float,O0,6.48607e+08
494,jki,float,O0,6.49861e+08
494,kij,double,O0,6.50001e+08
494,jki,double,O0,6.37715e+08
495,kij,float,O0,6.68768e+08
495,jki,float,O0,6.39689e+08
495,kij,double,O0,6.44047e+08
495,jki,double,O0,6.37744e+08
496,kij,float,O0,6.74516e+08
496,jki,float,O0,6.52214e+08
496,kij,double,O0,6.54817e+08
496,jki,double,O0,6.45751e+08
497,kij,float,O0,6.70105e+08
497,jki,float,O0,6.23705e+08
497,kij,double,O0,6.47198e+08
497,jki,double,O0,6.41217e+08
498,kij,float,O0,6.67156e+08
498,jki,float,O0,6.38285e+08
498,kij,double,O0,6.48638e+08
498,jki,double,O0,6.40874e+08
499,kij,float,O0,6.6818e+08
499,jki,float,O0,6.5091e+08
499,kij,double,O0,6.47276e+08
499,jki,double,O0,6.45555e+08
500,kij,float,O0,6.5303e+08
500,jki,float,O0,6.4682e+08
500,kij,double,O0,6.48902e+08
500,jki,double,O0,6.4787e+08
501,kij,float,O0,6.68289e+08
501,jki,float,O0,6.51552e+08
501,kij,double,O0,6.46119e+08
501,jki,double,O0,6.39257e+08
502,kij,float,O0,6.71342e+08
502,jki,float,O0,6.49573e+08
502,kij,double,O0,6.27238e+08
502,jki,double,O0,6.4362e+08
503,kij,float,O0,6.65017e+08
503,jki,float,O0,5.81612e+08
503,kij,double,O0,6.48359e+08
503,jki,double,O0,5.97781e+08
504,kij,float,O0,6.621e+08
504,jki,float,O0,6.31361e+08
504,kij,double,O0,6.50272e+08
504,jki,double,O0,6.28876e+08
505,kij,float,O0,5.73538e+08
505,jki,float,O0,5.16215e+08
505,kij,double,O0,5.93513e+08
505,jki,double,O0,4.99455e+08
506,kij,float,O0,6.41002e+08
506,jki,float,O0,6.08004e+08
506,kij,double,O0,5.97898e+08
506,jki,double,O0,5.34406e+08
507,kij,float,O0,6.72314e+08
507,jki,float,O0,5.86341e+08
507,kij,double,O0,6.47228e+08
507,jki,double,O0,5.69878e+08
508,kij,float,O0,6.56916e+08
508,jki,float,O0,5.5978e+08
508,kij,double,O0,5.92008e+08
508,jki,double,O0,6.29651e+08
509,kij,float,O0,6.18731e+08
509,jki,float,O0,5.56802e+08
509,kij,double,O0,6.4438e+08
509,jki,double,O0,6.37695e+08
510,kij,float,O0,6.68692e+08
510,jki,float,O0,6.09595e+08
510,kij,double,O0,6.43613e+08
510,jki,double,O0,5.60573e+08
511,kij,float,O0,6.48172e+08
511,jki,float,O0,6.55928e+08
511,kij,double,O0,6.44234e+08
511,jki,double,O0,6.12819e+08
512,kij,float,O0,6.97957e+08
512,jki,float,O0,5.37045e+08
512,kij,double,O0,6.44124e+08
512,jki,double,O0,5.45772e+08
