n,variant,type,opt_level,flops_per_sec
194,jki,float,O0,6.29985e+08
194,kij,double,O0,6.01041e+08
194,jki,double,O0,5.86114e+08
195,kij,float,O0,6.1184e+08
195,jki,float,O0,5.33929e+08
195,kij,double,O0,6.13713e+08
195,jki,double,O0,5.80544e+08
196,kij,float,O0,6.41089e+08
196,jki,float,O0,5.95321e+08
196,kij,double,O0,6.10325e+08
196,jki,double,O0,4.04857e+08
197,kij,float,O0,6.20406e+08
197,jki,float,O0,6.11604e+08
197,kij,double,O0,6.05584e+08
197,jki,double,O0,5.98329e+08
198,kij,float,O0,6.13656e+08
198,jki,float,O0,5.99835e+08
198,kij,double,O0,6.03586e+08
198,jki,double,O0,5.97646e+08
199,kij,float,O0,6.4301e+08
199,jki,float,O0,5.9439e+08
199,kij,double,O0,6.10899e+08
199,jki,double,O0,5.86594e+08
200,kij,float,O0,6.25609e+08
200,jki,float,O0,5.95897e+08
200,kij,double,O0,6.25975e+08
200,jki,double,O0,5.99884e+08
201,kij,float,O0,6.29833e+08
201,jki,float,O0,5.96106e+08
201,kij,double,O0,6.03161e+08
201,jki,double,O0,5.90384e+08
202,kij,float,O0,6.3175e+08
202,jki,float,O0,6.10316e+08
202,kij,double,O0,6.02981e+08
202,jki,double,O0,5.92399e+08
203,kij,float,O0,6.24768e+08
203,jki,float,O0,6.0158e+08
203,kij,double,O0,6.08672e+08
203,jki,double,O0,6.01401e+08
204,kij,float,O0,6.15537e+08
204,jki,float,O0,6.16567e+08
204,kij,double,O0,6.28795e+08
204,jki,double,O0,5.97898e+08
205,kij,float,O0,6.30253e+08
205,jki,float,O0,5.91846e+08
205,kij,double,O0,6.1889e+08
205,jki,double,O0,5.89461e+08
206,kij,float,O0,6.23773e+08
206,jki,float,O0,5.98667e+08
206,kij,double,O0,6.126e+08
206,jki,double,O0,6.08991e+08
207,kij,float,O0,6.39807e+08
207,jki,float,O0,5.9618e+08
207,kij,double,O0,6.00225e+08
207,jki,double,O0,5.95344e+08
208,kij,float,O0,6.20049e+08
208,jki,float,O0,6.00288e+08
208,kij,double,O0,6.25473e+08
208,jki,double,O0,5.92402e+08
209,kij,float,O0,6.24935e+08
209,jki,float,O0,5.91197e+08
209,kij,double,O0,6.14497e+08
209,jki,double,O0,6.21882e+08
210,kij,float,O0,6.54119e+08
210,jki,float,O0,5.97113e+08
210,kij,double,O0,6.16786e+08
210,jki,double,O0,5.98536e+08
211,kij,float,O0,6.3154e+08
211,jki,float,O0,6.29192e+08
211,kij,double,O0,6.16668e+08
211,jki,double,O0,6.06361e+08
212,kij,float,O0,6.39769e+08
212,jki,float,O0,6.11708e+08
212,kij,double,O0,6.23587e+08
212,jki,double,O0,6.13491e+08
213,kij,float,O0,6.24541e+08
213,jki,float,O0,6.00557e+08
213,kij,double,O0,6.10368e+08
213,jki,double,O0,5.97502e+08
214,kij,float,O0,6.4521e+08
214,jki,float,O0,6.21749e+08
214,kij,double,O0,6.40123e+08
214,jki,double,O0,6.07878e+08
215,kij,float,O0,6.31489e+08
215,jki,float,O0,6.01225e+08
215,kij,double,O0,5.77233e+08
215,jki,double,O0,5.70721e+08
216,kij,float,O0,5.98684e+08
216,jki,float,O0,6.01943e+08
216,kij,double,O0,6.35998e+08
216,jki,double,O0,6.03163e+08
217,kij,float,O0,6.24519e+08
217,jki,float,O0,6.10837e+08
217,kij,double,O0,6.17897e+08
217,jki,double,O0,6.09471e+08
218,kij,float,O0,6.21988e+08
218,jki,float,O0,6.08353e+08
218,kij,double,O0,6.18373e+08
218,jki,double,O0,6.03309e+08
219,kij,float,O0,6.41891e+08
219,jki,float,O0,6.05259e+08
219,kij,double,O0,6.18243e+08
219,jki,double,O0,6.04115e+08
220,kij,float,O0,6.26195e+08
220,jki,float,O0,6.23269e+08
220,kij,double,O0,6.21799e+08
220,jki,double,O0,6.0148e+08
221,kij,float,O0,6.31166e+08
221,jki,float,O0,6.01606e+08
221,kij,double,O0,6.30916e+08
221,jki,double,O0,6.08842e+08
222,kij,float,O0,6.20698e+08
222,jki,float,O0,6.12236e+08
222,kij,double,O0,6.24686e+08
222,jki,double,O0,6.25733e+08
223,kij,float,O0,6.33652e+08
223,jki,float,O0,6.02701e+08
223,kij,double,O0,6.17373e+08
223,jki,double,O0,6.00167e+08
224,kij,float,O0,6.644e+08
224,jki,float,O0,6.12884e+08
224,kij,double,O0,6.25492e+08
224,jki,double,O0,6.05272e+08
225,kij,float,O0,6.28771e+08
225,jki,float,O0,6.32128e+08
225,kij,double,O0,6.17404e+08
225,jki,double,O0,6.04535e+08
226,kij,float,O0,6.33641e+08
226,jki,float,O0,6.28348e+08
226,kij,double,O0,6.36158e+08
226,jki,double,O0,6.1846e+08
227,kij,float,O0,6.34698e+08
227,jki,float,O0,6.1667e+08
227,kij,double,O0,6.22671e+08
227,jki,double,O0,6.03711e+08
228,kij,float,O0,6.52813e+08
228,jki,float,O0,6.20195e+08
228,kij,double,O0,6.10765e+08
228,jki,double,O0,6.1982e+08
229,kij,float,O0,6.5e+08
229,jki,float,O0,6.01949e+08
229,kij,double,O0,6.24903e+08
229,jki,double,O0,6.25205e+08
230,kij,float,O0,6.36978e+08
230,jki,float,O0,5.96705e+08
230,kij,double,O0,6.28148e+08
230,jki,double,O0,6.31372e+08
231,kij,float,O0,6.49549e+08
231,jki,float,O0,5.99884e+08
231,kij,double,O0,6.3098e+08
231,jki,double,O0,6.37637e+08
232,kij,float,O0,6.68712e+08
232,jki,float,O0,6.41127e+08
232,kij,double,O0,6.5436e+08
232,jki,double,O0,5.92185e+08
233,kij,float,O0,6.50074e+08
233,jki,float,O0,6.32964e+08
233,kij,double,O0,6.18927e+08
233,jki,double,O0,6.18185e+08
234,kij,float,O0,6.48981e+08
234,jki,float,O0,6.21766e+08
234,kij,double,O0,6.1396e+08
234,jki,double,O0,6.05326e+08
235,kij,float,O0,6.3754e+08
235,jki,float,O0,6.36276e+08
235,kij,double,O0,6.04386e+08
235,jki,double,O0,6.34669e+08
236,kij,float,O0,6.44309e+08
236,jki,float,O0,6.29507e+08
236,kij,double,O0,6.13316e+08
236,jki,double,O0,6.33807e+08
237,kij,float,O0,6.44097e+08
237,jki,float,O0,6.02031e+08
237,kij,double,O0,6.40727e+08
237,jki,double,O0,6.43435e+08
238,kij,float,O0,6.80909e+08
238,jki,float,O0,6.49084e+08
238,kij,double,O0,6.40212e+08
238,jki,double,O0,6.36176e+08
239,kij,float,O0,6.65922e+08
239,jki,float,O0,6.45786e+08
239,kij,double,O0,6.42454e+08
239,jki,double,O0,6.37668e+08
240,kij,float,O0,6.61826e+08
240,jki,float,O0,6.47123e+08
240,kij,double,O0,6.41613e+08
240,jki,double,O0,6.39848e+08
241,kij,float,O0,6.50707e+08
241,jki,float,O0,5.59826e+08
241,kij,double,O0,6.46972e+08
241,jki,double,O0,6.05766e+08
242,kij,float,O0,6.4992e+08
242,jki,float,O0,6.46335e+08
242,kij,double,O0,6.49649e+08
242,jki,double,O0,6.38472e+08
243,kij,float,O0,6.38051e+08
243,jki,float,O0,6.39605e+08
243,kij,double,O0,6.51095e+08
243,jki,double,O0,6.31972e+08
244,kij,float,O0,6.51087e+08
244,jki,float,O0,6.49156e+08
244,kij,double,O0,6.43192e+08
244,jki,double,O0,6.47323e+08
245,kij,float,O0,6.44898e+08
245,jki,float,O0,6.32921e+08
245,kij,double,O0,6.48043e+08
245,jki,double,O0,6.46653e+08
246,kij,float,O0,6.56724e+08
246,jki,float,O0,6.49676e+08
246,kij,double,O0,6.46276e+08
246,jki,double,O0,6.46848e+08
247,kij,float,O0,6.58465e+08
247,jki,float,O0,6.37062e+08
247,kij,double,O0,6.42363e+08
247,jki,double,O0,6.42987e+08
248,kij,float,O0,6.55579e+08
248,jki,float,O0,6.30146e+08
248,kij,double,O0,6.41492e+08
248,jki,double,O0,6.47027e+08
249,kij,float,O0,6.51708e+08
249,jki,float,O0,6.47207e+08
249,kij,double,O0,6.68089e+08
249,jki,double,O0,6.45928e+08
250,kij,float,O0,6.81764e+08
250,jki,float,O0,6.46618e+08
250,kij,double,O0,6.44594e+08
250,jki,double,O0,6.47455e+08
251,kij,float,O0,6.59049e+08
251,jki,float,O0,6.51057e+08
251,kij,double,O0,6.48518e+08
251,jki,double,O0,6.47555e+08
252,kij,float,O0,6.65573e+08
252,jki,float,O0,6.50158e+08
252,kij,double,O0,6.54966e+08
252,jki,double,O0,6.42122e+08
253,kij,float,O0,6.49261e+08
253,jki,float,O0,6.49189e+08
253,kij,double,O0,6.4452e+08
253,jki,double,O0,6.49721e+08
254,kij,float,O0,6.83129e+08
254,jki,float,O0,6.4842e+08
254,kij,double,O0,6.45185e+08
254,jki,double,O0,6.49886e+08
255,kij,float,O0,6.5636e+08
255,jki,float,O0,6.51185e+08
255,kij,double,O0,6.47637e+08
255,jki,double,O0,6.48966e+08
256,kij,float,O0,6.8653e+08
256,jki,float,O0,5.27639e+08
256,kij,double,O0,6.54595e+08
256,jki,double,O0,5.32497e+08
257,kij,float,O0,6.6107e+08
257,jki,float,O0,6.434e+08
257,kij,double,O0,6.41967e+08
257,jki,double,O0,6.48541e+08
258,kij,float,O0,6.76259e+08
258,jki,float,O0,6.50571e+08
258,kij,double,O0,6.50713e+08
258,jki,double,O0,6.30897e+08
259,kij,float,O0,6.54742e+08
259,jki,float,O0,6.50617e+08
259,kij,double,O0,6.53727e+08
259,jki,double,O0,6.47655e+08
260,kij,float,O0,6.48553e+08
260,jki,float,O0,6.48328e+08
260,kij,double,O0,6.4609e+08
260,jki,double,O0,6.48745e+08
261,kij,float,O0,6.6417e+08
261,jki,float,O0,5.86581e+08
261,kij,double,O0,6.26207e+08
261,jki,double,O0,6.40916e+08
262,kij,float,O0,6.51802e+08
262,jki,float,O0,6.4876e+08
262,kij,double,O0,6.47117e+08
262,jki,double,O0,6.48549e+08
263,kij,float,O0,6.54743e+08
263,jki,float,O0,6.39683e+08
263,kij,double,O0,6.42701e+08
263,jki,double,O0,6.39314e+08
264,kij,float,O0,6.62545e+08
264,jki,float,O0,6.51399e+08
264,kij,double,O0,6.60345e+08
264,jki,double,O0,6.48286e+08
265,kij,float,O0,6.49252e+08
265,jki,float,O0,6.50673e+08
265,kij,double,O0,6.40792e+08
265,jki,double,O0,6.48139e+08
266,kij,float,O0,6.57608e+08
266,jki,float,O0,6.51218e+08
266,kij,double,O0,6.53809e+08
266,jki,double,O0,6.47722e+08
267,kij,float,O0,6.5281e+08
267,jki,float,O0,6.48867e+08
267,kij,double,O0,6.43293e+08
267,jki,double,O0,6.47966e+08
268,kij,float,O0,6.46619e+08
268,jki,float,O0,6.51135e+08
268,kij,double,O0,6.52675e+08
268,jki,double,O0,6.48886e+08
269,kij,float,O0,6.46507e+08
269,jki,float,O0,6.48747e+08
269,kij,double,O0,6.44047e+08
269,jki,double,O0,6.48603e+08
270,kij,float,O0,6.5085e+08
270,jki,float,O0,6.4504e+08
270,kij,double,O0,6.50875e+08
270,jki,double,O0,6.48162e+08
271,kij,float,O0,6.57923e+08
271,jki,float,O0,6.51625e+08
271,kij,double,O0,6.44852e+08
271,jki,double,O0,6.47347e+08
272,kij,float,O0,6.80581e+08
272,jki,float,O0,6.51556e+08
272,kij,double,O0,6.57122e+08
272,jki,double,O0,6.49422e+08
273,kij,float,O0,6.54586e+08
273,jki,float,O0,5.68925e+08
273,kij,double,O0,6.45589e+08
273,jki,double,O0,6.25359e+08
274,kij,float,O0,6.73547e+08
274,jki,float,O0,6.0528e+08
274,kij,double,O0,6.6632e+08
274,jki,double,O0,6.24461e+08
275,kij,float,O0,6.74489e+08
275,jki,float,O0,3.2709e+08
275,kij,double,O0,5.8342e+08
275,jki,double,O0,6.15211e+08
276,kij,float,O0,6.48864e+08
276,jki,float,O0,6.43712e+08
276,kij,double,O0,6.56736e+08
276,jki,double,O0,6.34393e+08
277,kij,float,O0,6.53427e+08
277,jki,float,O0,6.35783e+08
277,kij,double,O0,6.39387e+08
277,jki,double,O0,6.45055e+08
278,kij,float,O0,6.55077e+08
278,jki,float,O0,6.46538e+08
278,kij,double,O0,6.52049e+08
278,jki,double,O0,6.46097e+08
279,kij,float,O0,6.54648e+08
279,jki,float,O0,6.35965e+08
279,kij,double,O0,6.4654e+08
279,jki,double,O0,6.42398e+08
280,kij,float,O0,6.84858e+08
280,jki,float,O0,6.47367e+08
280,kij,double,O0,6.4947e+08
280,jki,double,O0,6.48297e+08
281,kij,float,O0,6.59947e+08
281,jki,float,O0,6.43184e+08
281,kij,double,O0,6.51831e+08
281,jki,double,O0,6.32625e+08
282,kij,float,O0,6.56603e+08
282,jki,float,O0,6.36684e+08
282,kij,double,O0,6.46253e+08
282,jki,double,O0,6.40146e+08
283,kij,float,O0,6.55082e+08
283,jki,float,O0,6.48596e+08
283,kij,double,O0,6.47323e+08
283,jki,double,O0,6.44858e+08
284,kij,float,O0,6.58767e+08
284,jki,float,O0,6.50297e+08
284,kij,double,O0,6.43219e+08
284,jki,double,O0,6.47101e+08
285,kij,float,O0,6.57652e+08
285,jki,float,O0,6.42505e+08
285,kij,double,O0,6.41923e+08
285,jki,double,O0,6.46106e+08
286,kij,float,O0,6.5165e+08
286,jki,float,O0,6.46567e+08
286,kij,double,O0,6.33275e+08
286,jki,double,O0,6.41088e+08
287,kij,float,O0,6.58551e+08
287,jki,float,O0,6.38815e+08
287,kij,double,O0,6.49012e+08
287,jki,double,O0,6.3063e+08
288,kij,float,O0,6.7071e+08
288,jki,float,O0,6.48189e+08
288,kij,double,O0,6.51335e+08
288,jki,double,O0,6.19838e+08
289,kij,float,O0,6.6757e+08
289,jki,float,O0,6.4985e+08
289,kij,double,O0,6.41812e+08
289,jki,double,O0,6.34437e+08
290,kij,float,O0,6.50813e+08
290,jki,float,O0,6.48296e+08
290,kij,double,O0,6.52183e+08
290,jki,double,O0,6.39069e+08
291,kij,float,O0,6.66051e+08
291,jki,float,O0,6.40684e+08
291,kij,double,O0,6.42751e+08
291,jki,double,O0,6.47007e+08
292,kij,float,O0,6.51461e+08
292,jki,float,O0,6.41053e+08
292,kij,double,O0,6.4582e+08
292,jki,double,O0,6.37086e+08
293,kij,float,O0,6.51511e+08
293,jki,float,O0,6.47216e+08
293,kij,double,O0,6.52991e+08
293,jki,double,O0,6.44902e+08
294,kij,float,O0,6.55488e+08
294,jki,float,O0,6.51044e+08
294,kij,double,O0,5.9847e+08
294,jki,double,O0,6.3434e+08
295,kij,float,O0,6.5265e+08
295,jki,float,O0,5.79064e+08
295,kij,double,O0,6.39328e+08
295,jki,double,O0,6.39763e+08
296,kij,float,O0,6.57435e+08
296,jki,float,O0,6.49602e+08
296,kij,double,O0,6.48502e+08
296,jki,double,O0,6.4814e+08
297,kij,float,O0,6.49644e+08
297,jki,float,O0,6.44711e+08
297,kij,double,O0,6.51489e+08
297,jki,double,O0,6.30362e+08
298,kij,float,O0,6.5108e+08
298,jki,float,O0,6.41499e+08
298,kij,double,O0,6.43834e+08
298,jki,double,O0,6.32783e+08
299,kij,float,O0,6.50396e+08
299,jki,float,O0,6.41304e+08
299,kij,double,O0,6.44686e+08
299,jki,double,O0,5.05291e+08
300,kij,float,O0,6.63902e+08
300,jki,float,O0,6.40805e+08
300,kij,double,O0,6.68919e+08
300,jki,double,O0,6.4299e+08
301,kij,float,O0,6.66483e+08
301,jki,float,O0,6.45064e+08
301,kij,double,O0,6.50125e+08
301,jki,double,O0,6.38082e+08
302,kij,float,O0,6.63306e+08
302,jki,float,O0,5.45928e+08
302,kij,double,O0,6.52268e+08
302,jki,double,O0,6.22075e+08
303,kij,float,O0,6.72152e+08
303,jki,float,O0,6.28971e+08
303,kij,double,O0,6.62872e+08
303,jki,double,O0,6.20262e+08
304,kij,float,O0,6.77904e+08
304,jki,float,O0,6.36343e+08
304,kij,double,O0,6.58912e+08
304,jki,double,O0,6.2181e+08
305,kij,float,O0,6.02875e+08
305,jki,float,O0,6.21213e+08
305,kij,double,O0,6.61474e+08
305,jki,double,O0,6.18394e+08
306,kij,float,O0,6.64403e+08
306,jki,float,O0,6.34156e+08
306,kij,double,O0,6.60598e+08
306,jki,double,O0,6.11561e+08
307,kij,float,O0,5.83761e+08
307,jki,float,O0,6.28339e+08
307,kij,double,O0,6.52258e+08
307,jki,double,O0,6.14899e+08
308,kij,float,O0,6.64257e+08
308,jki,float,O0,6.25668e+08
308,kij,double,O0,6.62741e+08
308,jki,double,O0,6.17569e+08
309,kij,float,O0,6.66851e+08
309,jki,float,O0,6.25074e+08
309,kij,double,O0,6.58524e+08
309,jki,double,O0,6.20907e+08
310,kij,float,O0,6.67505e+08
310,jki,float,O0,6.35302e+08
310,kij,double,O0,6.5698e+08
310,jki,double,O0,6.35228e+08
311,kij,float,O0,6.65576e+08
311,jki,float,O0,6.36772e+08
311,kij,double,O0,5.86288e+08
311,jki,double,O0,6.33526e+08
312,kij,float,O0,6.77673e+08
312,jki,float,O0,6.18514e+08
312,kij,double,O0,6.6072e+08
312,jki,double,O0,6.25589e+08
313,kij,float,O0,6.64709e+08
313,jki,float,O0,6.43301e+08
313,kij,double,O0,6.69331e+08
313,jki,double,O0,6.31191e+08
314,kij,float,O0,6.59792e+08
314,jki,float,O0,6.35944e+08
314,kij,double,O0,6.6537e+08
314,jki,double,O0,5.28958e+08
315,kij,float,O0,6.69913e+08
315,jki,float,O0,5.5116e+08
315,kij,double,O0,6.6314e+08
315,jki,double,O0,5.96828e+08
316,kij,float,O0,6.72578e+08
316,jki,float,O0,6.35648e+08
316,kij,double,O0,6.53248e+08
316,jki,double,O0,6.38322e+08
317,kij,float,O0,6.61688e+08
317,jki,float,O0,6.2983e+08
317,kij,double,O0,6.45259e+08
317,jki,double,O0,5.06253e+08
318,kij,float,O0,5.78226e+08
318,jki,float,O0,4.40821e+08
318,kij,double,O0,5.20282e+08
318,jki,double,O0,6.2152e+08
319,kij,float,O0,6.66706e+08
319,jki,float,O0,6.27847e+08
319,kij,double,O0,6.56535e+08
319,jki,double,O0,6.21073e+08
320,kij,float,O0,6.7321e+08
320,jki,float,O0,6.08752e+08
320,kij,double,O0,6.70355e+08
320,jki,double,O0,4.63068e+08
321,kij,float,O0,6.49909e+08
321,jki,float,O0,6.29455e+08
321,kij,double,O0,6.59201e+08
321,jki,double,O0,6.24161e+08
322,kij,float,O0,6.66915e+08
322,jki,float,O0,6.4718e+08
322,kij,double,O0,6.47214e+08
322,jki,double,O0,6.36158e+08
323,kij,float,O0,6.67721e+08
323,jki,float,O0,6.3151e+08
323,kij,double,O0,6.65054e+08
323,jki,double,O0,6.11995e+08
324,kij,float,O0,6.70758e+08
324,jki,float,O0,6.29642e+08
324,kij,double,O0,6.70552e+08
324,jki,double,O0,6.19737e+08
325,kij,float,O0,6.72606e+08
325,jki,float,O0,6.45106e+08
325,kij,double,O0,6.51909e+08
325,jki,double,O0,6.31043e+08
326,kij,float,O0,6.38777e+08
326,jki,float,O0,6.0891e+08
326,kij,double,O0,6.62282e+08
326,jki,double,O0,6.19218e+08
327,kij,float,O0,6.62212e+08
327,jki,float,O0,6.27997e+08
327,kij,double,O0,6.64322e+08
327,jki,double,O0,6.22815e+08
328,kij,float,O0,5.86794e+08
328,jki,float,O0,6.44689e+08
328,kij,double,O0,6.48795e+08
328,jki,double,O0,6.24437e+08
329,kij,float,O0,6.52629e+08
329,jki,float,O0,6.30695e+08
329,kij,double,O0,5.79016e+08
329,jki,double,O0,6.22213e+08
330,kij,float,O0,6.60061e+08
330,jki,float,O0,6.45508e+08
330,kij,double,O0,5.38112e+08
330,jki,double,O0,6.32071e+08
331,kij,float,O0,6.558e+08
331,jki,float,O0,6.51971e+08
331,kij,double,O0,6.4589e+08
331,jki,double,O0,6.442e+08
332,kij,float,O0,6.4869e+08
332,jki,float,O0,6.51111e+08
332,kij,double,O0,6.45988e+08
332,jki,double,O0,6.4441e+08
333,kij,float,O0,6.55714e+08
333,jki,float,O0,6.52273e+08
333,kij,double,O0,6.46715e+08
333,jki,double,O0,6.47608e+08
334,kij,float,O0,6.49162e+08
334,jki,float,O0,6.53999e+08
334,kij,double,O0,6.44272e+08
334,jki,double,O0,6.50923e+08
335,kij,float,O0,6.5209e+08
335,jki,float,O0,6.52885e+08
335,kij,double,O0,6.48972e+08
335,jki,double,O0,6.5112e+08
336,kij,float,O0,6.60854e+08
336,jki,float,O0,6.51077e+08
336,kij,double,O0,6.56375e+08
336,jki,double,O0,6.51364e+08
337,kij,float,O0,6.59171e+08
337,jki,float,O0,6.50927e+08
337,kij,double,O0,6.47073e+08
337,jki,double,O0,6.32644e+08
338,kij,float,O0,6.61784e+08
338,jki,float,O0,6.54419e+08
338,kij,double,O0,6.48932e+08
338,jki,double,O0,6.52179e+08
339,kij,float,O0,6.57197e+08
339,jki,float,O0,6.54565e+08
339,kij,double,O0,6.48056e+08
339,jki,double,O0,6.51871e+08
340,kij,float,O0,6.60023e+08
340,jki,float,O0,6.28889e+08
340,kij,double,O0,6.64418e+08
340,jki,double,O0,6.25625e+08
341,kij,float,O0,6.61958e+08
341,jki,float,O0,5.90182e+08
341,kij,double,O0,6.02448e+08
341,jki,double,O0,5.38277e+08
342,kij,float,O0,6.68197e+08
342,jki,float,O0,6.19608e+08
342,kij,double,O0,6.58092e+08
342,jki,double,O0,5.93364e+08
343,kij,float,O0,6.69497e+08
343,jki,float,O0,6.35577e+08
343,kij,double,O0,6.44132e+08
343,jki,double,O0,6.35352e+08
344,kij,float,O0,6.49537e+08
344,jki,float,O0,6.54114e+08
344,kij,double,O0,6.48067e+08
344,jki,double,O0,6.51282e+08
345,kij,float,O0,6.53677e+08
345,jki,float,O0,6.53985e+08
345,kij,double,O0,6.48007e+08
345,jki,double,O0,6.27415e+08
346,kij,float,O0,6.72058e+08
346,jki,float,O0,6.40524e+08
346,kij,double,O0,6.42121e+08
346,jki,double,O0,6.28313e+08
347,kij,float,O0,6.57941e+08
347,jki,float,O0,6.44355e+08
347,kij,double,O0,6.45e+08
347,jki,double,O0,5.46835e+08
348,kij,float,O0,6.55009e+08
348,jki,float,O0,6.43818e+08
348,kij,double,O0,6.4771e+08
348,jki,double,O0,6.48591e+08
349,kij,float,O0,6.64602e+08
349,jki,float,O0,6.4788e+08
349,kij,double,O0,6.45859e+08
349,jki,double,O0,6.43952e+08
350,kij,float,O0,6.59532e+08
350,jki,float,O0,6.38389e+08
350,kij,double,O0,6.4756e+08
350,jki,double,O0,6.42673e+08
351,kij,float,O0,6.56862e+08
351,jki,float,O0,5.79928e+08
351,kij,double,O0,6.47633e+08
351,jki,double,O0,6.35984e+08
352,kij,float,O0,6.7214e+08
352,jki,float,O0,6.43304e+08
352,kij,double,O0,6.57567e+08
352,jki,double,O0,6.1056e+08
353,kij,float,O0,6.69445e+08
353,jki,float,O0,5.71246e+08
353,kij,double,O0,6.52956e+08
353,jki,double,O0,6.0993e+08
354,kij,float,O0,5.96719e+08
354,jki,float,O0,6.16528e+08
354,kij,double,O0,6.02074e+08
354,jki,double,O0,6.04785e+08
355,kij,float,O0,6.64631e+08
355,jki,float,O0,6.29413e+08
355,kij,double,O0,6.57374e+08
355,jki,double,O0,6.00522e+08
356,kij,float,O0,6.63673e+08
356,jki,float,O0,6.31283e+08
356,kij,double,O0,6.62963e+08
356,jki,double,O0,6.14817e+08
357,kij,float,O0,6.58333e+08
357,jki,float,O0,6.45579e+08
357,kij,double,O0,6.50289e+08
357,jki,double,O0,6.44043e+08
358,kij,float,O0,6.65944e+08
358,jki,float,O0,6.38629e+08
358,kij,double,O0,6.56025e+08
358,jki,double,O0,5.69448e+08
359,kij,float,O0,6.07044e+08
359,jki,float,O0,6.38915e+08
359,kij,double,O0,6.59081e+08
359,jki,double,O0,6.14478e+08
360,kij,float,O0,6.56951e+08
360,jki,float,O0,6.3531e+08
360,kij,double,O0,6.65042e+08
360,jki,double,O0,6.38744e+08
361,kij,float,O0,6.48506e+08
361,jki,float,O0,6.21285e+08
361,kij,double,O0,5.55784e+08
361,jki,double,O0,6.13102e+08
362,kij,float,O0,6.71788e+08
362,jki,float,O0,6.36397e+08
362,kij,double,O0,6.52684e+08
362,jki,double,O0,6.30637e+08
363,kij,float,O0,6.69576e+08
363,jki,float,O0,5.29576e+08
363,kij,double,O0,6.59801e+08
363,jki,double,O0,6.14778e+08
364,kij,float,O0,6.72876e+08
364,jki,float,O0,6.32281e+08
364,kij,double,O0,6.60923e+08
364,jki,double,O0,6.15612e+08
365,kij,float,O0,6.09921e+08
365,jki,float,O0,6.35407e+08
365,kij,double,O0,6.50107e+08
365,jki,double,O0,6.1489e+08
366,kij,float,O0,6.72317e+08
366,jki,float,O0,6.49176e+08
366,kij,double,O0,6.59916e+08
366,jki,double,O0,6.22323e+08
367,kij,float,O0,6.71027e+08
367,jki,float,O0,6.44769e+08
367,kij,double,O0,6.48889e+08
367,jki,double,O0,6.21154e+08
368,kij,float,O0,6.16629e+08
368,jki,float,O0,5.7906e+08
368,kij,double,O0,6.48956e+08
368,jki,double,O0,6.24505e+08
369,kij,float,O0,6.70206e+08
369,jki,float,O0,6.23433e+08
369,kij,double,O0,6.58733e+08
369,jki,double,O0,6.23519e+08
370,kij,float,O0,6.34499e+08
370,jki,float,O0,6.40145e+08
370,kij,double,O0,6.52953e+08
370,jki,double,O0,6.30573e+08
371,kij,float,O0,6.69415e+08
371,jki,float,O0,6.39242e+08
371,kij,double,O0,6.25269e+08
371,jki,double,O0,6.15355e+08
372,kij,float,O0,6.11622e+08
372,jki,float,O0,6.28399e+08
372,kij,double,O0,6.6233e+08
372,jki,double,O0,6.43282e+08
373,kij,float,O0,6.62722e+08
373,jki,float,O0,6.47202e+08
373,kij,double,O0,6.53144e+08
373,jki,double,O0,6.46292e+08
374,kij,float,O0,6.70389e+08
374,jki,float,O0,6.4605e+08
374,kij,double,O0,6.53512e+08
374,jki,double,O0,5.62918e+08
375,kij,float,O0,6.44432e+08
375,jki,float,O0,6.4964e+08
375,kij,double,O0,6.51166e+08
375,jki,double,O0,6.19476e+08
376,kij,float,O0,6.69309e+08
376,jki,float,O0,6.49715e+08
376,kij,double,O0,6.55541e+08
376,jki,double,O0,6.44789e+08
377,kij,float,O0,6.67047e+08
377,jki,float,O0,6.46313e+08
377,kij,double,O0,6.50134e+08
377,jki,double,O0,6.45772e+08
378,kij,float,O0,6.7055e+08
378,jki,float,O0,6.39063e+08
378,kij,double,O0,6.43111e+08
378,jki,double,O0,6.42307e+08
379,kij,float,O0,6.75307e+08
379,jki,float,O0,6.45574e+08
379,kij,double,O0,6.5377e+08
379,jki,double,O0,6.41685e+08
380,kij,float,O0,6.76765e+08
380,jki,float,O0,6.47733e+08
380,kij,double,O0,6.55567e+08
380,jki,double,O0,6.43334e+08
381,kij,float,O0,6.64703e+08
381,jki,float,O0,5.8313e+08
381,kij,double,O0,6.51536e+08
381,jki,double,O0,6.0725e+08
382,kij,float,O0,6.66397e+08
382,jki,float,O0,6.50237e+08
382,kij,double,O0,6.55272e+08
382,jki,double,O0,6.45028e+08
383,kij,float,O0,6.75411e+08
383,jki,float,O0,6.51891e+08
383,kij,double,O0,6.57361e+08
383,jki,double,O0,6.40243e+08
384,kij,float,O0,6.91352e+08
384,jki,float,O0,5.43228e+08
384,kij,double,O0,6.61262e+08
384,jki,double,O0,5.4209e+08
385,kij,float,O0,6.73278e+08
385,jki,float,O0,6.48946e+08
385,kij,double,O0,6.4926e+08
385,jki,double,O0,6.3934e+08
386,kij,float,O0,6.67255e+08
386,jki,float,O0,6.45661e+08
386,kij,double,O0,6.52211e+08
386,jki,double,O0,6.40575e+08
387,kij,float,O0,6.67816e+08
387,jki,float,O0,6.5078e+08
387,kij,double,O0,6.50251e+08
387,jki,double,O0,6.43302e+08
388,kij,float,O0,6.71207e+08
388,jki,float,O0,6.49614e+08
