n,flops_count,avg_time(s),flops_per_sec
278,556,0.000008520700000,65252855
279,558,0.000008020800000,69569120
280,560,0.000002266500000,247076991
281,562,0.000002291500000,245254200
282,564,0.000002324900000,242591079
283,566,0.000002349800000,240871564
284,568,0.000002537400000,223851186
285,570,0.000002349900000,242563513
286,572,0.000002341700000,244266986
287,574,0.000002162600000,265421252
288,576,0.000002041900000,282090210
289,578,0.000002008200000,287819938
290,580,0.000002012400000,288213079
291,582,0.000002083300000,279364470
292,584,0.000002033300000,287217823
293,586,0.000002029000000,288812223
294,588,0.000002079000000,282828283
295,590,0.000002066200000,285548350
296,592,0.000002054000000,288218111
297,594,0.000002058300000,288587669
298,596,0.000002062400000,288983708
299,598,0.000002075200000,288164996
300,600,0.000002062600000,290894987
301,602,0.000002083400000,288950754
302,604,0.000002087400000,289355179
303,606,0.000002116700000,286294704
304,608,0.000002158400000,281690141
305,610,0.000002129200000,286492579
306,612,0.000002162600000,282992694
307,614,0.000002145800000,286140367
308,616,0.000002158100000,285436263
309,618,0.000002175300000,284098745
310,620,0.000002162500000,286705202
311,622,0.000002183500000,284863751
312,624,0.000002204300000,283083065
313,626,0.000002183500000,286695672
314,628,0.000002229200000,281715414
315,630,0.000002208100000,285313165
316,632,0.000002199800000,287298845
317,634,0.000002233400000,283872123
318,636,0.000002191700000,290185701
319,638,0.000002262400000,282001414
320,640,0.000002237500000,286033520
321,642,0.000002237300000,286953024
322,644,0.000002262300000,284666048
323,646,0.000002258500000,286030551
324,648,0.000002254300000,287450650
325,650,0.000002266900000,286735189
326,652,0.000002295600000,284021607
327,654,0.000002304300000,283817211
328,656,0.000002341600000,280150325
329,658,0.000002324900000,283022926
330,660,0.000002278800000,289626119
331,662,0.000002283200000,289943938
332,664,0.000002316900000,286589840
333,666,0.000002366500000,281428270
334,668,0.000002312200000,288902344
335,670,0.000002383600000,281087431
336,672,0.000002466400000,272461888
337,674,0.000002437600000,276501477
338,676,0.000002371000000,285111767
339,678,0.000002341600000,289545610
340,680,0.000002350000000,289361702
341,682,0.000002391600000,285164743
342,684,0.000002387500000,286492147
343,686,0.000002454200000,279520821
344,688,0.000002408400000,285666833
345,690,0.000002345800000,294142723
346,692,0.000002399800000,288357363
347,694,0.000002412600000,287656470
348,696,0.000002495600000,278890848
349,698,0.000002525000000,276435644
350,700,0.000002391700000,292678848
351,702,0.000002433400000,288485247
352,704,0.000002433400000,289307142
353,706,0.000002445900000,288646306
354,708,0.000002508400000,282251635
355,710,0.000002466800000,287822280
356,712,0.000002495600000,285302132
357,714,0.000002491600000,286562851
358,716,0.000002499900000,286411456
359,718,0.000002487700000,288620010
360,720,0.000002541700000,283274973
361,722,0.000002479300000,291211229
362,724,0.000002512600000,288147735
363,726,0.000002550100000,284694718
364,728,0.000002558500000,284541724
365,730,0.000002524900000,289120361
366,732,0.000002533200000,288962577
367,734,0.000002554100000,287381074
368,736,0.000002558600000,287657313
369,738,0.000002562600000,287988761
370,740,0.000002595700000,285086874
371,742,0.000002587500000,286763285
372,744,0.000002554200000,291284942
373,746,0.000002637600000,282832878
374,748,0.000002658400000,281372254
375,750,0.000002633500000,284792102
376,752,0.000002641700000,284665178
377,754,0.000002608300000,289077177
378,756,0.000002637600000,286624204
379,758,0.000002629000000,288322556
380,760,0.000002608300000,291377526
381,762,0.000002616600000,291217611
382,764,0.000002679100000,285170393
383,766,0.000002708400000,282823807
384,768,0.000002687700000,285746177
385,770,0.000002654100000,290117177
386,772,0.000002658300000,290411165
387,774,0.000002716800000,284893993
388,776,0.000002695700000,287865860
389,778,0.000002679200000,290385190
390,780,0.000002699900000,288899589
391,782,0.000002729200000,286530852
392,784,0.000002771000000,282930350
393,786,0.000002762400000,284535187
394,788,0.000002791500000,282285510
395,790,0.000002737400000,288595017
396,792,0.000002779100000,284984347
397,794,0.000002816600000,281900163
398,796,0.000002783400000,285981174
399,798,0.000002804100000,284583289
400,800,0.000002758500000,290012688
401,802,0.000002800000000,286428571
402,804,0.000002708400000,296854231
403,806,0.000002795700000,288299889
404,808,0.000002775000000,291171171
405,810,0.000002858200000,283395144
406,812,0.000002829200000,287006928
407,814,0.000002866800000,283940282
408,816,0.000002870700000,284251228
409,818,0.000002887600000,283280233
410,820,0.000002904100000,282359423
411,822,0.000002970800000,276693147
412,824,0.000002754000000,299201162
413,826,0.000002829200000,291955323
414,828,0.000002820900000,293523344
415,830,0.000002925100000,283750983
416,832,0.000002879200000,288969158
417,834,0.000002883300000,289251899
418,836,0.000002950000000,283389831
419,838,0.000002933100000,285704545
420,840,0.000002937300000,285976918
421,842,0.000002924800000,287882932
422,844,0.000003000100000,281323956
423,846,0.000002995700000,282404780
424,848,0.000002920900000,290321476
425,850,0.000002962400000,286929517
426,852,0.000002975000000,286386555
427,854,0.000002945800000,289904270
428,856,0.000002970700000,288147575
429,858,0.000002899900000,295872271
430,860,0.000002970600000,289503804
431,862,0.000003066500000,281102234
432,864,0.000003024900000,285629277
433,866,0.000003045700000,284335292
434,868,0.000002991700000,290136043
435,870,0.000003000000000,290000000
436,872,0.000003029000000,287883790
437,874,0.000003024900000,288935171
438,876,0.000003016800000,290373906
439,878,0.000003070700000,285928290
440,880,0.000003037600000,289702397
441,882,0.000003037600000,290360811
442,884,0.000005654100000,156346722
443,886,0.000003066600000,288919324
444,888,0.000003091700000,287220623
445,890,0.000003062600000,290602756
446,892,0.000003058300000,291665304
447,894,0.000003095800000,288778345
448,896,0.000003091700000,289808196
449,898,0.000003108400000,288894608
450,900,0.000003075100000,292673409
451,902,0.000003133400000,287866216
452,904,0.000003141600000,287751464
453,906,0.000003212600000,282014568
454,908,0.000003216700000,282276868
455,910,0.000003204200000,284002247
456,912,0.000003229000000,282440384
457,914,0.000003233300000,282683327
458,916,0.000003225100000,284022201
459,918,0.000003233400000,283911672
460,920,0.000003191700000,288247642
461,922,0.000003183400000,289627442
462,924,0.000003241700000,285035629
463,926,0.000003187600000,290500690
464,928,0.000003254100000,285178698
465,930,0.000003250100000,286145042
466,932,0.000003229200000,288616376
467,934,0.000003274900000,285199548
468,936,0.000003308300000,282924765
469,938,0.000003295800000,284604648
470,940,0.000003262400000,288131437
471,942,0.000003300000000,285454545
472,944,0.000003287400000,287157024
473,946,0.000003291600000,287398226
474,948,0.000003270800000,289837349
475,950,0.000003308300000,287156546
476,952,0.000003300100000,288476107
477,954,0.000003283400000,290552476
478,956,0.000003308300000,288970166
479,958,0.000003375000000,283851852
480,960,0.000003308300000,290179246
481,962,0.000003341600000,287886043
482,964,0.000003345900000,288113811
483,966,0.000003375000000,286222222
484,968,0.000003408400000,284004225
485,970,0.000003408300000,284599360
486,972,0.000003370800000,288358847
487,974,0.000003366700000,289304066
488,976,0.000003375000000,289185185
489,978,0.000003525100000,277438938
490,980,0.000003420900000,286474320
491,982,0.000003395900000,289172237
492,984,0.000003391700000,290119999
493,986,0.000003395900000,290350128
494,988,0.000004049900000,243956641
495,990,0.000003612500000,274048443
496,992,0.000003850000000,257662338
497,994,0.000003600000000,276111111
498,996,0.000003437500000,289745455
499,998,0.000005162600000,193313447
500,1000,0.000004062600000,246147787
501,1002,0.000005529100000,181222984
502,1004,0.000003533300000,284153624
503,1006,0.000003500000000,287428571
504,1008,0.000003487500000,289032258
505,1010,0.000003575000000,282517483
506,1012,0.000003483400000,290520756
507,1014,0.000003529200000,287317239
508,1016,0.000003545800000,286536184
509,1018,0.000003570800000,285090176
510,1020,0.000003637500000,280412371
511,1022,0.000003570800000,286210373
512,1024,0.000003233400000,316694501
