n,flops_count,avg_time(s),flops_per_sec
210,88620,0.000158650000000,558588087
211,89464,0.000159729100000,560098316
212,90312,0.000161221000000,560175163
213,91164,0.000170308300000,535288063
214,92020,0.000164378900000,559804208
215,92880,0.000166137500000,559055000
216,93744,0.000171512500000,546572407
217,94612,0.000170916600000,553556530
218,95484,0.000176079200000,542278702
219,96360,0.000181441700000,531079680
220,97240,0.000188837700000,514939549
221,98124,0.000187687400000,522805473
222,99012,0.000187016800000,529428372
223,99904,0.000186816600000,534770465
224,100800,0.000191891700000,525296300
225,101700,0.000188679200000,539010129
226,102604,0.000190599900000,538321374
227,103512,0.000185245700000,558782201
228,104424,0.000186787700000,559051801
229,105340,0.000186899900000,563617209
230,106260,0.000190716500000,557162070
231,107184,0.000201550100000,531798297
232,108112,0.000205104100000,527107942
233,109044,0.000205237500000,531306413
234,109980,0.000198233100000,554801393
235,110920,0.000206470800000,537218822
236,111864,0.000209533400000,533871927
237,112812,0.000210920900000,534854536
238,113764,0.000217566700000,522892520
239,114720,0.000207204300000,553656464
240,115680,0.000207908500000,556398608
241,116644,0.000219145900000,532266403
242,117612,0.000220933300000,532341661
243,118584,0.000222112300000,533892090
244,119560,0.000224920700000,531565125
245,120540,0.000226796100000,531490621
246,121524,0.000227416400000,534367794
247,122512,0.000228866500000,535298962
248,123504,0.000231045900000,534543136
249,124500,0.000241637700000,515234171
250,125500,0.000241770800000,519086672
251,126504,0.000245016400000,516308296
252,127512,0.000237191800000,537590254
253,128524,0.000229412400000,560231269
254,129540,0.000245433300000,527801240
255,130560,0.000250145900000,521935399
256,131584,0.000252229100000,521684453
257,132612,0.000256912600000,516175540
258,133644,0.000248379100000,538064596
259,134680,0.000241270900000,558210708
260,135720,0.000241058300000,563017328
261,136764,0.000243062400000,562670327
262,137812,0.000251253800000,548497177
263,138864,0.000259529200000,535061180
264,139920,0.000265191500000,527618721
265,140980,0.000264946000000,532108430
266,142044,0.000279070700000,508989299
267,143112,0.000280045800000,511030696
268,144184,0.000272796000000,528541474
269,145260,0.000278745900000,521119773
270,146340,0.000281670900000,519542487
271,147424,0.000287562400000,512667859
272,148512,0.000282641700000,525442636
273,149604,0.000283854200000,527045223
274,150700,0.000279674800000,538840110
275,151800,0.000282508300000,537329346
276,152904,0.000290471100000,526400045
277,154012,0.000289879200000,531297175
278,155124,0.000297121000000,522090327
279,156240,0.000296941800000,526163713
280,157360,0.000298162600000,527765722
281,158484,0.000302037600000,524716128
282,159612,0.000303016700000,526743246
283,160744,0.000303895800000,528944461
284,161880,0.000302808300000,534595650
285,163020,0.000304066700000,536132368
286,164164,0.000306858500000,534982736
287,165312,0.000308087500000,536574837
288,166464,0.000314333300000,529577999
289,167620,0.000324879000000,515945937
290,168780,0.000325154200000,519076795
291,169944,0.000323862600000,524741048
292,171112,0.000321241700000,532658120
293,172284,0.000326162500000,528215230
294,173460,0.000328641700000,527808857
295,174640,0.000328720800000,531271523
296,175824,0.000338304000000,519721907
297,177012,0.000330687400000,535284985
298,178204,0.000335083200000,531820157
299,179400,0.000323816600000,554017305
300,180600,0.000337137500000,535686478
301,181804,0.000337737400000,538299874
302,183012,0.000337270800000,542626281
303,184224,0.000338821000000,543720726
304,185440,0.000336895900000,550437093
305,186660,0.000342450000000,545072273
306,187884,0.000348441500000,539212465
307,189112,0.000346383200000,545961813
308,190344,0.000344329400000,552796247
309,191580,0.000344870800000,555512383
310,192820,0.000366387700000,526273125
311,194064,0.000354933200000,546762039
312,195312,0.000357287300000,546652512
313,196564,0.000355637400000,552709023
314,197820,0.000358100300000,552415064
315,199080,0.000365491700000,544690892
316,200344,0.000376804100000,531692728
317,201612,0.000363170700000,555143903
318,202884,0.000363362400000,558351662
319,204160,0.000367104500000,556135923
320,205440,0.000376650200000,545439774
321,206724,0.000372020700000,555678757
322,208012,0.000385870900000,539071487
323,209304,0.000377391500000,554607086
324,210600,0.000382437400000,550678359
325,211900,0.000384770800000,550717466
326,213204,0.000377666800000,564529368
327,214512,0.000394066600000,544354685
328,215824,0.000386433600000,558502159
329,217140,0.000402350100000,539679249
330,218460,0.000398916700000,547633127
331,219784,0.000407483400000,539369211
332,221112,0.000398841700000,554385361
333,222444,0.000408766500000,544183538
334,223780,0.000413329100000,541408771
335,225120,0.000405662800000,554943663
336,226464,0.000420708400000,538292081
337,227812,0.000432083600000,527240562
338,229164,0.000416758400000,549872540
339,230520,0.000412520800000,558808186
340,231880,0.000424125000000,546725612
341,233244,0.000424245700000,549785183
342,234612,0.000423729300000,553683684
343,235984,0.000432012300000,546243706
344,237360,0.000438479000000,541325810
345,238740,0.000424395600000,562541176
346,240124,0.000439962700000,545782631
347,241512,0.000439566500000,549432225
348,242904,0.000438887600000,553453777
349,244300,0.000451137400000,541520167
350,245700,0.000452529200000,542948389
351,247104,0.000446287500000,553687925
352,248512,0.000460258400000,539940173
353,249924,0.000448512500000,557228617
354,251340,0.000473887400000,530379158
355,252760,0.000452991700000,557979318
356,254184,0.000466554200000,544811300
357,255612,0.000467479400000,546787730
358,257044,0.000472729000000,543744936
359,258480,0.000484379100000,533631612
360,259920,0.000488008500000,532613674
361,261364,0.000482700100000,541462494
362,262812,0.000475850100000,552299979
363,264264,0.000484533300000,545399047
364,265720,0.000479558400000,554093099
365,267180,0.000490145800000,545103110
366,268644,0.000486083400000,552670591
367,270112,0.000496312600000,544237644
368,271584,0.000492579100000,551351042
369,273060,0.000496712600000,549734394
370,274540,0.000504008300000,544713252
371,276024,0.000503679000000,548015700
372,277512,0.000508162600000,546108667
373,279004,0.000504075100000,553496890
374,280500,0.000514729200000,544946741
375,282000,0.000519020800000,543330826
376,283504,0.000516816700000,548558125
377,285012,0.000518779000000,549390010
378,286524,0.000509145600000,562754544
379,288040,0.000513508600000,560925367
380,289560,0.000528991600000,547381093
381,291084,0.000515746000000,564394101
382,292612,0.000517379200000,565565836
383,294144,0.000531733200000,553179677
384,295680,0.000527749800000,560265489
385,297220,0.000529741800000,561065787
386,298764,0.000534849900000,558594103
387,300312,0.000537908600000,558295591
388,301864,0.000535608300000,563590968
389,303420,0.000535387300000,566729917
390,304980,0.000542333200000,562348018
391,306544,0.000552637600000,554692623
392,308112,0.000546387600000,563907380
393,309684,0.000553712400000,559286734
394,311260,0.000564425100000,551463781
395,312840,0.000571666800000,547241855
396,314424,0.000581583300000,540634506
397,316012,0.000563558400000,560744015
398,317604,0.000569795900000,557399588
399,319200,0.000590104300000,540921325
400,320800,0.000583020800000,550237659
401,322404,0.000580183500000,555693156
402,324012,0.000584337600000,554494525
403,325624,0.000591441400000,550560039
404,327240,0.000585174900000,559217424
405,328860,0.000586624900000,560596729
406,330484,0.000592220600000,558042054
407,332112,0.000587874900000,564936520
408,333744,0.000589487600000,566159492
409,335380,0.000604591500000,554721659
410,337020,0.000617379100000,545888256
411,338664,0.000629658400000,537853541
412,340312,0.000650945800000,522796214
413,341964,0.000671495700000,509257170
414,343620,0.000638191400000,538427813
415,345280,0.000648550100000,532387552
416,346944,0.000644070700000,538673782
417,348612,0.000630374800000,553023376
418,350284,0.000634291700000,552244338
419,351960,0.000634366600000,554821140
420,353640,0.000634495600000,557356111
421,355324,0.000631970600000,562247674
422,357012,0.000652954300000,546764146
423,358704,0.000662695900000,541279945
424,360400,0.000653783500000,551252823
425,362100,0.000683837400000,529511840
426,363804,0.000674900100000,539048668
427,365512,0.000687420900000,531714994
428,367224,0.000673745800000,545048296
429,368940,0.000674437800000,547033396
430,370660,0.000675966600000,548340702
431,372384,0.000683346000000,544942094
432,374112,0.000690829100000,541540592
433,375844,0.000692296000000,542894947
434,377580,0.000707158500000,533939704
435,379320,0.000700454000000,541534490
436,381064,0.000697087200000,546651839
437,382812,0.000701870700000,545416699
438,384564,0.000724945900000,530472688
439,386320,0.000723604200000,533883026
440,388080,0.000706445800000,549341506
441,389844,0.000736779200000,529119172
442,391612,0.000722958500000,541679778
443,393384,0.000725179400000,542464389
444,395160,0.000725591500000,544603954
445,396940,0.000732816600000,541663494
446,398724,0.000760408500000,524355001
447,400512,0.000748858400000,534830083
448,402304,0.000752300100000,534765315
449,404100,0.000747783300000,540397198
450,405900,0.000741033400000,547748590
451,407704,0.000746591700000,546086971
452,409512,0.000769079000000,532470656
453,411324,0.000744183500000,552718516
454,413140,0.000752449900000,549059811
455,414960,0.000797717000000,520184476
456,416784,0.000746770700000,558115095
457,418612,0.000767125200000,545689283
458,420444,0.000803608300000,523195193
459,422280,0.000810699900000,520883252
460,424120,0.000791529400000,535823432
461,425964,0.000798254200000,533619491
462,427812,0.000789449900000,541911526
463,429664,0.000787820700000,545382979
464,431520,0.000802078900000,538001935
465,433380,0.000805379300000,538106703
466,435244,0.000796879100000,546185739
467,437112,0.000792279200000,551714598
468,438984,0.000795850100000,551591311
469,440860,0.000827875000000,532520006
470,442740,0.000824170900000,537194410
471,444624,0.000802250200000,554221115
472,446512,0.000829571000000,538244466
473,448404,0.000848245700000,528625138
474,450300,0.000831216600000,541736053
475,452200,0.000845720800000,534691827
476,454104,0.000866404300000,524124823
477,456012,0.000839349800000,543291962
478,457924,0.000838345900000,546223224
479,459840,0.000825229200000,557227010
480,461760,0.000837008300000,551679117
481,463684,0.000849933400000,545553334
482,465612,0.000864687500000,538474304
483,467544,0.000838929000000,557310571
484,469480,0.000865687700000,542320285
485,471420,0.000860321000000,547958262
486,473364,0.000851553900000,555882605
487,475312,0.000883074800000,538246590
488,477264,0.000879666700000,542550946
489,479220,0.000889979100000,538462083
490,481180,0.000874770900000,550064022
491,483144,0.000873929000000,552841249
492,485112,0.000903396000000,536987102
493,487084,0.000908787300000,535971398
494,489060,0.000902691700000,541779657
495,491040,0.000898770800000,546346187
496,493024,0.000938670800000,525236324
497,495012,0.000936441800000,528609466
498,497004,0.000915275000000,543010571
499,499000,0.000903479200000,552309339
500,501000,0.000913595500000,548382736
501,503004,0.000925504200000,543491861
502,505012,0.000919508300000,549219621
503,507024,0.000945433400000,536287379
504,509040,0.000950483600000,535558951
505,511060,0.000936108200000,545941164
506,513084,0.000949166600000,540562637
507,515112,0.000938175100000,549057420
508,517144,0.000969466700000,533431422
509,519180,0.000953333300000,544594425
510,521220,0.000973112500000,535621524
511,523264,0.000982449900000,532611383
512,525312,0.000989995900000,530620379
